"D_AM2"	"D_AM4"	"D_AM7"	"D_AM9"	"D_AM10"	"D_AM11"	"D_AM12"	"D_AM13"	"D_AM16"	"D_AM18"	"D_AM19"	"D_AM21"	"D_AM22"	"D_AM24"	"D_AM25"	"D_AM26"	"D_AM27"	"D_AM28"	"D_AM29"	"D_AM36"	"D_AM37"	"D_AM39"	"D_AM40"	"D_AM41"	"D_AM42"	"D_AM43"	"D_AM44"	"D_AM45"	"D_AM47"	"D_AM48"	"H_TT1"	"H_TT2"	"H_TT3"	"H_TT4"	"H_TT5"	"H_TT7"	"H_TT11"	"H_TT12"	"H_TT16"	"H_TT20"	"H_TT21"	"H_TT23"	"H_TT24"	"H_TT28"	"H_TT41"	"H_TT51"	"H_TT52"	"H_TT54"	"H_TT55"	"H_TT56"	"H_TT60"	"H_TT62"	"H_TT65"	"H_TT69"	"H_TT71"	"H_TT74"	"D_TT76"	"H_TT81"	"D_TT88"	"H_BP1"	"H_BP3"	"H_BP4"	"H_BP5"	"H_BP7"
"Enterococcus faecalis"	213	1609	1144	1392	1768	1033	1747	253	225	230	520	87	872	16	88	353	414	878	1132	1312	408	1034	461	677	299	424	446	889	383	80	268	425	820	25	1606	126	554	11333	594	438	67	135	926	374	139	66	3637	327	1278	1384	320	1187	2809	841	1082	527	13	167	57	1739	926	73	260	41630
"Enterococcus cecorum"	18	32	19	77	52	11	0	0	0	17	110	0	15	0	8	0	0	24	6	264	0	13	0	0	0	0	8	0	0	0	38	0	16	8	0	0	0	69	15	9	17	0	5	0	0	0	8	13	0	0	0	49	0	62	0	15	0	5	0	0	0	28	0	7
"Aerococcus christensenii"	84	850	51	77	518	1824	38	27	9	321	30	0	217	0	248	6	13	163	37	19	0	53	0	143	0	0	0	8	15	0	0	21	448	0	0	72	17	197	72	9	91	10029	101	0	18	29	90	7571	50	22	37	393	34	36	43	103	12	0	9	6479	0	0	0	46
"Abiotrophia defectiva"	25	11	39	76	60	0	9	12	27	91	38	21	9	18	0	23	0	56	0	53	23	8	100	186	21	8	13	72	6	37	0	0	0	55	17	0	0	33	65	33	0	20	36	0	6	6	0	5	9	39	6	90	48	38	28	19	10	14	22	0	24	144	26	116
"Globicatella sanguinis"	24	11	14	560	15	5	25	0	27	5	0	0	11	0	0	0	0	21	18	7	0	9	15	1150	0	10	5	30	7	0	0	22	0	0	16	0	21	57019	22	0	0	0	157	0	0	0	0	82	20	18	0	5129	14	14	110	0	0	0	0	0	22	13	0	243
"Dolosigranulum pigrum"	45	0	0	215	65	35	25	12	61	122	12	62	9	0	5	8	9	159	61	171	22	196	160	165	55	42	18	246	0	35	24	44	96	216	49	0	25	3078	124	15	7	0	96	193	0	0	23	20	20	137	1318	985	132	1971	152	182	12	48	33	74	1415	68	64	140
"Granulicatella adiacens"	15	17	41	16	24	25	16	8	9	15	16	65	0	0	12	0	17	248	59	131	7	42	120	405	0	0	19	38	39	54	37	88	8	65	96	0	26	265	96	12	0	45	38	47	10	16	0	9	11	66	28	230	84	254	33	0	23	103	27	0	42	5	0	174
"Granulicatella elegans"	16	2502	9	105	15	99	0	36	0	10	0	47	0	0	2503	0	96	188	0	208	10	51	37	356	0	0	16	112	0	16	49	24	10	12	21	0	17	3805	128	41	31	0	76	16	0	53	59	11	173	101	108	1277	88	37	18	280	120	86	17	0	188	46	0	1092
"Staphylococcus epidermidis"	878	652	725	1422	1326	587	446	150	683	704	685	439	211	154	453	251	270	1011	221	1494	128	241	2081	7510	556	365	432	1612	176	578	295	745	390	1797	728	314	182	1077	495	393	310	151	775	669	87	62	866	196	186	803	85	3640	1550	833	541	690	416	382	581	474	42177	689	1772	2121
"Staphylococcus capitis"	931	204	433	1260	661	300	167	83	273	250	388	226	25	45	89	302	233	340	55	532	44	86	899	2098	126	80	136	297	34	200	135	286	99	866	422	141	94	189	148	33	73	88	221	307	31	18	31	58	76	223	59	1327	1379	157	60	51	174	97	126	104	243	384	346	446
"Staphylococcus hominis"	284	141	88	416	403	328	243	69	165	558	615	330	84	15	60	139	576	1252	51	374	44	169	475	669	83	51	169	170	25	99	869	326	138	705	750	69	87	282	578	117	105	50	312	138	20	121	4265	94	64	257	76	1355	328	563	510	120	284	145	79	88	451	44	62	14440
"Staphylococcus warneri"	162	57	59	345	507	81	128	22	118	138	94	89	15	43	503	66	26	241	25	829	123	24	863	2436	264	35	123	2030	15	125	70	55	33	288	184	86	28	162	26	38	232	45	175	272	18	6	45	57	16	281	21	1797	120	62	55	25	192	153	262	6	98	90	396	356
"Staphylococcus cohnii"	87	45	19	95	125	20	27	18	40	56	66	56	12	0	28	90	452	42	0	20	0	11	60	626	40	11	9	81	0	40	10	5	47	640	26	0	0	31	27	5	19	17	14	43	11	0	20	11	0	14	0	43	69	11	7	52	0	0	0	34	40	29	28	44
"Staphylococcus condimenti"	39	41	51	62	101	30	45	11	141	0	13	0	62	5	6	15	29	129	149	46	19	53	38	7	41	99	7	170	18	0	9	23	16	178	49	11	26	102	105	18	0	0	75	15	9	0	53	38	136	63	23	95	93	38	152	91	0	5	0	70	52	0	0	145
"Staphylococcus sp. SB1-57"	38	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Staphylococcus sp. AntiMn-1"	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	2597	0	0	0	0	30	0	0	0	0	0	0	0	128	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Staphylococcus sp. T93"	1121	978	2691	2921	4373	0	1958	0	0	716	0	0	1320	0	0	0	0	4725	4127	2974	1273	3354	0	0	1284	2439	0	3478	1012	0	0	1522	758	0	0	0	1081	9979	1729	1366	0	0	1979	0	260	0	4379	453	4142	1183	1405	3460	1030	1686	6814	681	0	1101	0	2341	19201	0	0	6139
"Staphylococcus xylosus"	22	18	21	82	55	59	12	0	15	8	11	5	0	43	0	0	62	26	0	163	14	24	169	1185	7	0	27	0	6	36	22	17	13	2732	36	0	0	44	22	0	14	81	15	11	7	0	0	0	8	51	0	43	149	14	27	0	14	24	15	23	20	5	89	99
"Staphylococcus pseudintermedius"	16	154	113	173	249	61	170	17	44	54	63	35	107	8	25	23	42	173	149	103	37	132	47	33	33	67	22	90	74	0	67	75	130	377	127	24	102	541	133	45	11	6	152	13	23	14	179	94	152	127	24	258	205	105	214	109	35	15	14	66	849	5	23	439
"Staphylococcus arlettae"	11	21	18	5	0	5	19	12	0	0	23	5	0	0	6	0	61	17	10	5	8	14	8	0	0	6	0	8	5	0	0	45	0	721	14	0	13	0	0	0	0	0	9	0	0	0	0	0	13	5	0	0	10	5	11	0	0	0	0	0	0	30	0	18
"Staphylococcus nepalensis"	9	30	35	32	90	29	27	0	20	0	7	0	86	0	6	11	0	29	33	29	11	38	27	223	13	25	0	88	13	0	0	14	32	1280	37	24	28	260	50	0	0	0	37	18	9	6	38	28	69	18	10	69	62	17	36	20	0	0	0	27	38	0	0	120
"Staphylococcus saccharolyticus"	8	0	0	29	8	7	8	6	15	11	10	0	0	12	0	0	9	5	5	0	10	10	67	137	9	16	10	0	0	0	0	42	0	33	17	0	0	14	18	0	0	16	34	37	7	7	26	0	0	80	9	0	0	0	17	0	0	0	18	0	21	61	0	52
"Staphylococcus saprophyticus"	8	13	7	34	201	57	62	16	18	63	300	30	0	0	31	155	3431	28	7	46	25	11	45	1068	47	6	13	110	0	0	0	0	41	2471	83	0	56	16	23	0	30	38	29	95	7	0	33	0	6	0	13	0	145	6	29	18	0	11	12	14	53	0	55	102
"Staphylococcus equorum"	10	35	23	55	104	38	8	15	14	25	0	77	0	28	0	14	95	17	0	66	0	0	78	1059	0	31	24	25	0	24	55	38	10	258347	104	0	47	51	33	0	0	25	35	0	0	0	65	17	0	29	20	83	368	39	0	35	0	18	12	0	122	0	117	0
"Staphylococcus debuckii"	5	26	28	32	96	5	30	0	20	6	0	0	38	0	0	6	0	25	30	14	5	21	5	178	6	16	0	14	7	0	0	5	20	120	0	0	6	101	33	0	0	0	34	0	6	0	65	16	33	13	0	14	19	28	26	28	0	0	0	10	57	0	0	41
"Abyssicoccus albus"	174	28	27	78	32	145	84	8	138	51	63	16	5	5	8	43	23	30	93	93	5	139	48	5	9	25	26	45	32	28	16	139	21	159	184	17	31	218	65	22	0	0	23	1891	5	0	17	403	38	76	14	324	88	47	171	5	6	24	16	441	553	154	58	127
"Jeotgalicoccus sp. WY2"	72	0	0	41	32	12	102	0	0	0	0	89	14	0	0	0	0	0	0	24	0	17	0	0	0	0	0	15	0	0	0	0	10	55	42	0	0	1217	16	0	0	0	0	0	0	0	0	0	22	20	13	0	39	17	0	11	0	0	0	80	0	0	13	272
"Jeotgalicoccus sp. ATCC 8456"	20	72	50	63	47	35	130	16	7	15	31	88	8	0	0	26	27	28	43	47	0	30	14	9	14	36	18	54	22	0	0	31	9	39	57	14	21	2385	23	0	0	0	36	0	0	0	17	26	62	67	8	384	69	16	43	14	0	0	0	16	0	0	0	400
"Jeotgalicoccus saudimassiliensis"	33	0	0	0	0	0	36	0	0	0	0	68	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190
"Mammaliicoccus sciuri"	10	0	0	0	21	0	6	0	10	0	0	0	0	0	0	0	0	0	12	0	0	11	27	0	0	0	0	28	0	0	106	0	0	177	0	0	0	58	13	13	6	7	0	0	0	0	18	0	11	8	0	0	0	7	54	0	0	0	9	114	11	0	17	33
"Mammaliicoccus vitulinus"	5	14	7	0	40	0	24	0	0	0	0	0	5	0	0	0	0	10	13	0	0	6	21	0	0	0	0	0	0	0	6	0	0	310	24	25	10	10	24	0	0	0	41	15	0	0	0	0	26	9	20	29	59	13	12	13	0	0	7	0	15	0	0	12
"Bacillus cereus"	2935	26994	24845	27160	29367	12124	14988	3725	3445	10033	5012	4522	19248	4310	3681	4309	8268	18441	24332	35450	10534	25818	2816	4773	3071	9894	4435	19369	7010	1626	1504	8278	9836	304	17458	1873	14576	100742	36389	10126	4790	3512	39061	5621	2259	1454	24309	6274	45053	27599	11774	14871	25923	20985	19603	7070	1308	1769	1265	8836	22053	362	1908	11987
"Bacillus anthracis"	6517	24042	22801	15998	35834	8154	8609	2356	23315	4518	10692	3869	59261	326	1621	2260	7831	30544	51999	16354	6569	27114	5653	20711	4126	10469	4736	9988	6709	294	1315	10070	13551	11	11376	13819	7864	232017	15830	5392	2734	830	21646	4917	3455	2868	16011	7121	32464	10540	8544	38897	9056	13539	31417	8093	2726	1610	1645	17102	57740	648	2160	15150
"Bacillus luti"	6	0	0	11	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	11	0	0	0	0	0	0	0	0	7	0	0	0	0	10	0	6	0	0	0	0	0	0	0	0	0	12	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bacillus velezensis"	648	3949	3730	4246	7181	3141	5135	642	1934	726	1316	497	4367	335	469	1035	856	3070	5974	3733	1061	3898	1041	620	541	1629	794	3065	1309	310	333	1705	1813	25	4369	1131	2768	25444	3615	752	300	140	3206	462	356	318	2705	1485	5247	2729	1210	4197	3549	2198	4138	2405	201	234	326	2248	3898	324	480	3489
"Bacillus amyloliquefaciens"	90	1411	1059	1206	1801	1132	859	258	428	554	204	126	1517	40	199	243	707	1639	3049	1182	839	1893	232	94	304	283	478	1683	388	28	157	885	736	0	2449	446	805	6533	916	311	162	308	1569	103	39	120	941	428	3044	746	492	1374	1163	1092	1903	556	36	78	55	3846	2064	30	25	500641
"Bacillus subtilis"	585	5480	4231	5238	4855	4228	4891	361	451	941	1818	527	3821	539	466	1195	673	2866	4683	2987	828	3285	1395	765	657	1536	634	3329	1272	140	1171	1735	1409	605	3909	3192	4122	24366	2585	382	193	167	2602	721	420	256	2027	844	4885	3659	547	4736	4727	3067	4241	1591	579	632	149	2429	6445	113	410	3492
"Bacillus halotolerans"	16	66	44	102	323	58	78	17	43	31	12	0	186	0	13	18	15	66	96	44	0	72	24	9	10	0	9	62	17	0	8	16	112	0	49	0	42	359	65	13	0	0	90	12	15	0	78	29	93	37	13	42	46	28	44	112	0	0	11	42	19	0	11	72
"Bacillus paralicheniformis"	8	45	67	51	97	26	35	0	55	20	62	22	18	0	5	16	31	195	210	146	27	124	26	89	6	11	8	10	28	0	0	33	18	0	65	41	24	50	61	27	0	31	91	0	5	12	49	47	233	88	34	145	125	45	157	23	7	18	0	116	0	0	0	199
"Bacillus altitudinis"	56	312	359	336	711	242	311	34	113	78	99	45	341	53	36	91	83	509	526	317	120	444	102	48	66	234	76	303	155	20	20	195	175	0	236	70	171	1416	498	163	44	24	527	29	55	50	223	242	640	256	180	443	467	237	339	206	22	23	35	283	300	23	14	477
"Bacillus carboniphilus"	12	12	21	43	75	0	21	0	7	5	6	0	60	0	0	0	10	21	29	0	6	13	0	0	0	9	0	6	0	0	0	18	23	0	25	9	7	202	25	9	0	0	52	0	6	0	22	18	28	16	0	35	39	8	20	10	0	0	0	10	8	0	0	49
"Heyndrickxia coagulans"	358	1549	697	713	1733	830	823	222	282	271	279	60	1270	44	138	249	184	858	981	935	284	1325	348	189	220	331	201	1296	805	74	89	629	1022	0	661	183	301	4080	590	199	79	100	947	107	123	123	1043	672	1702	816	237	904	933	566	530	1634	113	65	188	443	901	28	168	1744
"Halalkalibacterium halodurans"	90	0	0	0	5	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lysinibacillus timonensis"	36	143	253	210	248	44	53	6	126	41	20	30	194	0	24	13	22	282	765	140	58	185	70	6	15	414	42	23	94	13	0	167	65	0	31	120	79	678	82	21	5	0	179	14	12	31	54	62	477	73	167	608	317	71	101	93	7	19	7	338	52	0	9	339
"Lysinibacillus fusiformis"	7	16	0	5	28	13	18	0	0	11	10	5	23	0	0	14	7	6	0	12	0	6	7	0	14	0	0	5	5	0	0	6	27	0	5	0	8	74	8	0	0	0	7	0	0	0	26	5	0	11	0	0	15	0	0	35	0	0	0	0	15	0	0	24
"Geobacillus thermoleovorans"	1305	14775	20486	13185	3491	6969	15024	826	7191	285	5860	1455	0	1054	0	1238	7448	10073	133981	26923	9764	37548	9740	0	0	6461	8453	37405	4020	2895	0	19855	0	0	18842	525	10249	539	902	0	0	0	11334	3289	0	616	0	0	106156	5634	17854	42112	25763	14349	64660	0	0	3541	0	49194	0	3352	0	21784
"Priestia megaterium"	13	84	94	285	232	440	37	13	28	21	25	13	166	20	14	15	47	141	137	101	43	137	27	20	0	13	12	35	10	0	772	54	90	17	46	7	437	1175	162	61	12	7	101	9	11	12	911	251	161	824	37	59	160	22	418	60	0	12	0	98	1525	5	34	65
"Neobacillus sp. PS2-9"	10	52	50	116	226	31	71	10	57	5	14	5	243	10	14	12	9	134	99	102	34	164	27	17	0	15	11	32	43	0	21	37	34	6	34	33	23	695	193	47	7	18	147	0	18	13	49	52	150	40	32	129	70	52	67	63	0	0	11	33	38	0	7	117
"Peribacillus frigoritolerans"	9	18	50	109	251	28	36	9	11	12	16	17	234	0	20	11	7	49	25	26	25	71	0	0	26	0	12	11	8	0	25	17	23	11	24	29	30	793	75	16	15	0	41	0	6	0	42	36	50	44	12	132	75	52	37	39	0	0	0	44	62	0	18	101
"Gemella morbillorum"	897	0	0	0	0	65	12	10	0	0	48	63	0	0	0	10	11	216	19	14	0	0	70	408	9	10	0	36	0	10	68	0	6	0	26	0	0	80743	141	112	0	13	0	0	0	0	0	8	0	455	0	0	137	30	9	0	0	26	0	62	60	34	54	34
"Gemella sanguinis"	96	17	0	0	56	60	20	0	15	18	0	38	0	0	11	0	9	30	0	77	0	61	41	89	0	12	0	24	0	23	90	0	0	35	0	0	0	1242	130	65	0	0	49	21	0	0	0	0	0	240	23	177	66	16	0	22	0	0	0	340	45	44	0	105
"Paenibacillus polymyxa"	36	1690	187	564	373	557	105	21	44	100	47	39	177	25	21	31	26	212	201	140	61	210	75	211	1386	39	40	51	77	0	27	102	167	0	113	48	108	1350	270	229	20	0	302	252	27	23	822	407	301	208	108	513	430	270	122	141	22	57	24	102	437	0	0	567
"Paenibacillus elgii"	9	14	20	31	34	6	12	0	8	9	0	0	23	0	0	0	9	13	6	0	0	18	0	0	0	0	0	17	5	0	0	7	9	0	18	0	7	19	40	5	0	0	12	0	0	0	7	11	14	0	0	16	8	5	8	15	0	0	0	7	0	0	0	30
"Brevibacillus sp. NSP2.1"	47	43	41	35	111	17	27	7	12	12	16	8	57	7	0	16	11	45	42	24	0	55	0	9	0	77	8	69	14	0	0	22	20	0	15	7	14	405	90	21	14	0	47	0	13	0	78	37	61	25	29	58	152	35	77	33	0	0	0	36	251	0	14	44
"Listeria monocytogenes"	1566	5204	4523	3772	5144	3900	4773	375	2789	3132	1203	599	3303	375	1880	973	825	5772	19232	6135	1892	7222	1364	1241	5144	16302	817	27105	2172	44	1949	12447	2673	0	3271	295	4165	43260	5900	2541	330	707	4599	2371	734	364	12920	2806	12388	4161	1340	16219	6216	3245	15551	11294	564	149	192	8391	26265	133	6244	5381
"Listeria innocua"	16	40	29	58	88	14	51	17	15	5	26	12	53	0	8	29	5	58	57	29	13	45	0	7	14	48	12	50	22	0	27	20	27	0	46	23	22	286	59	9	0	0	42	0	0	0	94	21	49	30	7	59	69	48	27	40	7	0	12	23	28	0	0	94
"Brochothrix thermosphacta"	20	18	12	116	84	11	8	0	62	9	15	54	8	0	0	27	15	56	32	83	12	45	47	0	5	60	9	259	0	15	12	30	8	59	38	7	22	5481	2021	7	16	6	50	21	0	0	13	5	5	52	8	455	51	197	28	8	10	15	20	28	83	52	88	84
"Sporosarcina thermotolerans"	6	0	0	9	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	19	0	0	35	0	8	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	35
"Solibacillus silvestris"	16	65	61	75	193	54	81	16	45	42	32	14	97	5	14	27	22	60	66	46	19	81	35	23	7	17	13	37	18	0	0	34	103	0	51	15	28	364	70	37	5	5	96	10	9	0	3517	60	56	37	27	82	55	42	68	89	0	27	11	30	61	5	10	147
"Planococcus lenghuensis"	6	0	11	31	22	0	0	0	0	0	0	17	12	0	8	0	0	6	0	0	15	10	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	31	16	0	0	0	6	0	0	0	0	7	0	72	0	0	36	0	0	24	0	0	0	0	0	0	0	22
"Ureibacillus thermosphaericus"	6	0	0	6	17	0	0	0	0	0	0	0	7	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	14	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
"Sporolactobacillus terrae"	8	7	13	65	24	150	7	44	49	0	8	41	16	0	16	11	0	19	16	436	61	23	0	27	0	5	0	8	5	0	5	6	11	16	0	0	92	7343	22	119	0	0	61	0	6	0	21	112	23	10	0	555	27	62	7	45	0	17	0	13	18	0	0	19
"Clostridium perfringens"	11487	132	77	359	4254	567	84	11	122	46	104	25	181	0	64	65	80	219	124	231	118194	83	357	23	39	80262	22	67	31	0	14	49	124	56	73	55	158	2483	91	108	8	9	619	91	99	25	318	626	88	396	556	212	33797	425	28346	73	14	0	15	55	1935	27	0	269
"Clostridium intestinale"	1222	5	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14999	0	40	0	0	6294	0	0	0	0	5	0	0	0	0	0	0	16	0	0	0	0	11	924	0	0	6	203	0	0	0	0	2198	0	3225	0	0	0	0	154	0	0	0	0
"Clostridium sp. _deep sea_"	546	21	20	10	35	31	9	7	9	8	10	0	12	0	0	11	0	36	9	10	4102	16	13	5	0	2054	0	7	0	0	0	11	14	0	7	11	16	77	9	19	0	21	16	0	0	0	12	49	32	24	7	24	875	96	1011	6	0	0	0	0	14	0	0	22
"Clostridium sp. JN-9"	337	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3658	0	10	0	14	3885	0	0	0	0	0	0	0	0	0	0	0	43	0	21	0	0	0	0	0	0	0	0	0	0	0	0	1498	0	729	7	0	0	0	0	5	0	0	0
"Clostridium sp. BJN0001"	9	0	0	0	159	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	9	0	0	0	0	0	0	0	0	6	0	0	0	0	14	0	0	0	0	0	0	0	0	0
"Clostridium sp. BNL1100"	5	12	66	21	24	0	5	0	0	0	7	0	5	0	0	0	0	16	0	9	0	19	6	8	0	5	0	0	13	0	0	28	0	0	0	6	12	0	12	0	0	0	21	0	0	0	0	11	46	14	11	21	33	16	0	8	0	0	0	0	0	0	0	20
"Clostridium manihotivorum"	629	28	0	8	14	0	0	0	0	0	0	0	0	0	0	0	0	28	13	24	9391	5	13	63	0	2989	0	0	0	0	0	0	0	0	0	0	0	525	0	16	0	5	22	0	7	0	80	19	0	5	0	6	2771	22	2760	0	0	0	0	7	10	0	0	0
"Clostridium butyricum"	1355	25	15	144	366	0	0	0	29	0	0	21	26	0	0	0	0	32	40	32	10814	19	78	0	0	8412	0	8	11	0	9	27	11	0	0	0	9	93	41	0	0	7	16	0	0	0	41	41	32	24	0	53	2331	52	2502	21	0	0	13	20	0	0	0	32
"Clostridium novyi"	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3845	0	7	0	0	1534	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	54	639	0	794	0	0	0	0	0	0	0	0	0
"Clostridium felsineum"	217	6	0	0	22	0	0	0	5	0	0	0	0	0	0	0	5	11	11	5	2749	11	0	0	5	2681	0	15	0	0	0	7	0	0	8	0	0	7	13	0	0	0	10	0	0	0	25	30	5	43	0	10	1070	7	692	0	0	0	0	6	9	0	0	10
"Clostridium baratii"	227	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	21	0	0	40	3626	0	0	0	0	1477	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	7	0	0	0	0	9	0	0	1560	0	918	0	0	0	0	0	0	0	0	0
"Clostridium beijerinckii"	437	11	0	191	131	0	7	0	0	0	0	0	32	0	7	7	0	17	14	59	2507	11	0	0	0	192	0	0	0	0	15	33	7	0	0	0	9	13637	21	19	0	0	37	0	0	0	0	56	17	25	46	634	102	0	833	16	14	0	0	17	76	0	0	104
"Clostridium chauvoei"	754	5	389	289	904	1049	2195	0	5	7	430	0	6	0	7	153	0	156	488	20	3849	177	0	0	999	7334	0	780	11	0	116	0	7	0	1093	0	6	488	355	0	0	0	208	0	8	0	9	11	962	20	8	599	351	324	1303	304	0	7	0	0	14	0	0	3084
"Clostridium isatidis"	36	0	0	0	577	0	0	0	6	0	0	0	0	0	0	0	12	0	0	56	125	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	12	0	52	0	0	0	0	0	0	0	0	0
"Clostridium gasigenes"	29	6	0	0	299	65	0	0	24	0	0	0	0	0	0	0	0	20	8	19	450	0	0	0	0	261	5	0	0	0	5	10	0	0	7	8	0	25	0	8	0	0	12	0	0	0	23	14	8	24	48	128	16	17	71	0	0	0	0	0	80	0	0	21
"Clostridium cochlearium"	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
"Clostridium cellulovorans"	16	0	0	52	86	417	0	0	0	8	0	0	0	0	0	0	0	15	0	11	22	8	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	18	0	0	0	0	57	0	0	0	0	297	0	0	0	0	20	52	16	0	0	0	0	0	10	0	0	0
"Clostridium cadaveris"	17	6	0	22	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	73	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	8	0	0	7	0	53	0	0	9	0	0	0	0	0	111	0	0	0
"Clostridium estertheticum"	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	25	7	0	0	0	6	0	0	0	0	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0
"Clostridium argentinense"	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	13	0	0	0	0	0	0	0	0	0
"Clostridium drakei"	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sarcina sp. JB2"	803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	14	13479	0	44	0	0	4811	0	0	0	0	8	0	0	0	0	0	0	15	0	0	0	0	0	0	8	0	39	7	0	0	0	0	2284	0	3076	0	0	0	0	0	0	0	0	0
"Serpentinicella alkaliphila"	156	12	19	9	54	33	17	0	0	0	5	0	0	0	0	6	0	13	15	13	1157	12	18	0	0	497	0	13	7	0	0	13	0	0	12	66	36	44	0	30	0	0	25	15	0	0	8	13	25	15	8	45	269	37	210	0	0	0	0	26	86	0	0	41
"Anaerostipes rhamnosivorans"	68	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	21	0	11	0	0	0	96	0	0	0	0	0	0	0	0	0	0
"Blautia wexlerae"	31	6	11	56	81	0	0	0	0	0	7	32	0	0	0	0	498	305	0	126	22	0	170	0	11	12	0	0	0	54	29	39	13	22	11	0	19	0	65	0	24	0	0	0	82	0	0	8	0	379	0	0	380	27	62	0	0	0	6	0	0	0	0	0
"Blautia hansenii"	13	0	6	13	37	0	0	0	0	0	5	0	0	10	0	5	48	25	0	20	0	0	0	0	0	0	0	0	0	0	12	0	0	708	0	0	17	0	22	13	58	0	0	34	0	0	0	0	0	9	0	0	69	0	0	0	0	21	0	0	0	0	0	0
"Roseburia intestinalis"	33	0	0	0	21	27	0	0	0	0	0	62	0	0	0	0	0	40	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	460	0	14	17	0	139	0	0	0	0	78	0	112	201	202	0	31	0	9	13	0	0	0	912	0	0	0
"[Ruminococcus] gnavus"	960	13596	14895	6319	17852	17556	8992	0	5011	0	1748	0	0	1451	0	0	30	5772	0	0	5606	0	0	0	5479	11624	0	6479	3985	0	29	11	3412	79	13159	0	27	14140	2846	1502	9	14	10071	79	742	0	51	4774	18378	13033	47	14938	0	7031	16057	3211	0	0	0	767	2288	0	0	25527
"[Ruminococcus] lactaris"	9	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	60	11	0	0	0	0	31	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	7	0	0	0	0	0	0	0	126	0	0	7	0	0	0	0	0	0	0	0	0	0	128	0	0	0
