name	taxonomy_id	taxonomy_lvl	D_AM2	D_AM3	D_AM4	D_AM5	D_AM6	D_AM7	D_AM8	D_AM9	D_AM10	D_AM11	D_AM12	D_AM13	D_AM14	D_AM15	D_AM16	D_AM17	D_AM18	D_AM19	D_AM20	D_AM21	D_AM22	D_AM23	D_AM24	D_AM25	D_AM26	D_AM27	D_AM28	D_AM29	D_AM32	D_AM34	D_AM36	D_AM37	D_AM38	D_AM39	D_AM40	D_AM41	D_AM42	D_AM43	D_AM44	D_AM45	D_AM46	D_AM47	D_AM48	D_TT76	D_TT88	H_BP1	H_BP3	H_BP4	H_BP5	H_BP6	H_BP7	H_TT1	H_TT2	H_TT3	H_TT4	H_TT5	H_TT7	H_TT8	H_TT9	H_TT10	H_TT11	H_TT12	H_TT15	H_TT16	H_TT17	H_TT18	H_TT20	H_TT21	H_TT23	H_TT24	H_TT28	H_TT29	H_TT41	H_TT51	H_TT52	H_TT54	H_TT55	H_TT56	H_TT59	H_TT60	H_TT62	H_TT65	H_TT69	H_TT71	H_TT74	H_TT81
Reichenbachiella sp. Wsw4-B4	2979869	S	0	0	0	0	0	0	0	0	0	34	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	459	0	0	0	65	19	0	0	0	10	0	7	165	0	58	0	0	6	120	0	31	0	67	67	0	12	0	0	0
Acinetobacter sp. WCHAc010052	2004647	S	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	12	0	16	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter sp. XS-4	2923375	S	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter larvae	1789224	S	0	0	0	0	0	0	0	0	0	10	0	0	0	5	0	0	0	0	0	14	0	8	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter terrestris	2529843	S	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter amalonaticus	35703	S	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterobacteriaceae endosymbiont of Donacia versicolorea	2675788	S	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas sp. SWI7	2587597	S	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	52	0	0	58	0	0	0	0	102	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas sp. FP2196	2954086	S	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas sp. NIBRBAC000502773	2590776	S	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas sp. SGAir0191	2217867	S	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	10	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0
Pseudomonas tructae	2518644	S	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	213	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haemophilus parahaemolyticus	735	S	0	0	0	0	0	0	0	0	0	16	0	0	7	68	0	34	0	0	0	0	0	41	0	9	0	0	20	0	0	0	26	0	108	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	9	0	128	0	0	0	0	0	0	0	12	291	119	0	7	14	0	98	0	0	0	0	34	0	0	17	0	6	287	83	13	0	0	21
Coxiella burnetii	777	S	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	9	0	0	8	32	0	0	6	0	0	65	0	0	11	0	0	0	0	0	0	0	6	0	0	0
Candidatus Vesicomyosocius okutanii	412965	S	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	18	15	0	0	8	0	0	0	201	0	0	0	24	91	0	0	6	0	0	0	22	0	37	0	0	0	33	0	94	0	0	0	0	0	0	0	0
endosymbiont of Pachyrhynchus infernalis	1971488	S	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseovarius faecimaris	2494550	S	0	0	0	0	0	0	0	0	0	15	41	0	0	595	12	0	0	17	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
Salipiger abyssi	1250539	S	0	0	0	0	0	0	0	0	0	28	89	33	0	0	0	55	0	20	0	0	0	0	0	40	22	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ferrovibrio terrae	2594003	S	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	19	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	9	0	0	0	0	43	0	0	0	7	0	14	0	0	59	0	0	0	215	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
Janthinobacterium lividum	29581	S	0	0	0	0	0	0	0	0	0	39	0	0	0	640	0	0	0	0	0	0	0	697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	83	0	53	0	8	0	197	0	0	169	0	144	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ralstonia wenshanensis	2842456	S	0	0	0	0	0	0	0	0	0	7	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	15	0	12	0	111	0	0	0	0	0	0	0	0	0	0	0	0	45	0	11	139	0	9	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria lisongii	2912188	S	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methyloradius palustris	2778876	S	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	69	0	0	0	0
Sulfuriferula plumbiphila	171865	S	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0
Sideroxydans sp. CL21	2600596	S	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	9	0	0	0	0	0	0	65	20	0	0	0	0	0	0	0	0	64	0	0	322	245	0	0	0	0	0	0	0	0	0	0
Leptotrichia sp. oral taxon 498	712368	S	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
Leptotrichia hofstadii	157688	S	0	0	0	0	0	0	0	0	0	9	0	0	0	41	0	14	20	0	7	8	0	24	0	0	0	0	26	0	0	0	8	0	0	0	12	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	13	0	0	0	0	0	0	29	0	0	169	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	13	13	0	0
Sneathia vaginalis	187101	S	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	14	10	0	0	0	0	0	0	770	0	10	0	0	0	0	0	0	0	0	0	0	0	0	389	8	6381	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	11	0	15	0	22316	13	0	0	25	0	232	0	0	10	0	0	17	0	0	0	0	0	0	0	0
Pseudoleptotrichia goodfellowii	157692	S	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	9	0	0	15	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter curvus	200	S	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	9	0	0	0	99	0	0	0	0	7	0	0	0	0	11	0	0	37	23	0	0	0	0	0	0	0	0	0	0
Sulfidibacter corallicola	2818388	S	0	0	0	0	0	0	0	0	0	5	20	0	0	0	0	6	0	0	0	0	0	106	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	55	0	161	0	0	0	9	0	12	18	0	0	8	12	42	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
Cloacibacillus porcorum	1197717	S	0	0	0	0	0	0	0	0	0	17	0	0	0	0	19	0	0	0	0	0	0	14	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	465	0	0	0	0	0	0	0	358	0	0	0	381	9	0	0	0	0	0	0	57	0	8	0	0	0	27	0	6	0	26	0	0	16	0	0	0
Oenococcus sicerae	2203724	S	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carnobacterium viridans	174587	S	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0
Mesobacillus foraminis	279826	S	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	36	9	0	0	77	8	0	6	0	0	0	0	6	0	0	0	10	6	16	0	0	0	0	0	6	0	0	0	0	0	0	0	0	10	0	5	9	0	7	0	0
Aneurinibacillus soli	1500254	S	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	372	0	0	0	97	0	0	0	5	26	0	0	0	12	0	121	18	0	0	0	0	381	25	0	0	0	0	0	0	0	0	0	28	0	0	18	13	0	24	8	0	0	0	0	71	0	13	0	0	0	0	0	0	0	0	0	0	0	5	0	28	39	0	0	0	21	0	0	0
Alicyclobacillus cycloheptanicus	1457	S	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	24	0	0	0	35	0	24	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	8	0	290	0	0
Tannockella kyphosi	2899121	S	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	8	0	0	0	0	0	30	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	10	0	15	0	0	0	0	0	11	0	0	0	31	0	0	0	0	0	0	0	0	7	0	8	32	0	0	0	0	0	0	0	0	0	5	0	0	0	5	15	0	22	0	131	0	17	0	16	0
Georgenia faecalis	2483799	S	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	35	0	0	56	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	7	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	32	0	0	6	0
Streptomyces marincola	2878388	S	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[Mycoplasma] mobile	2118	S	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	10	0	0	0	8	0	0	0	0	0	0	0	0	27	0	0	20	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7	7	10	6	0	10	9	0	0
Mesoplasma syrphidae	225999	S	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paracholeplasma brassicae	61635	S	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	6	0	11	12	0	0	19	0	0	0	0	0	0	0	0	0	0	0	10	0	9	0	0	0	43	0	0	7
Synechococcus sp. BMK-MC-1	1442551	S	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calothrix sp. PCC 6303	1170562	S	0	0	0	0	0	0	0	0	0	0	11	0	0	8	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	59	0	0	0	0
Kovacikia minuta	2931930	S	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	193	0	0	0	0	297	0	0	0	0	0	10	24	0	0	9	40	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	5	0	0	0	0	6	21	20	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	392	32	11	0	0	0
Pseudomonas sp. NS1(2017)	2025658	S	0	0	0	0	0	0	0	0	0	0	13	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	31	37	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas sp. DY-1	1755504	S	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
Pseudomonas koreensis	198620	S	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	12	440	0	0	106	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	14	0	0	0	0	13	0	0	0	13	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	72	0	19	0	0	0
Vibrio furnissii	29494	S	0	0	0	0	0	0	0	0	0	0	33	25	0	0	0	52	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	20	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	8	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
Vibrio zhugei	2479546	S	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cardiobacterium sp. Marseille-Q4385	2866573	S	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	13	0	12	0	5	0	0	0	0	0	0	13	0	0	0	15	0	0	7	14	0	0	0	0	0	0	0	5	0	14	0	7	0	0	62	9	0	0	0	0	0	0	0	0	0	0	0	0	56	194	0	0	0	0	32	0	0	0	0	0	0	0	19	0	0	0	0	0	9	0	44
Sphingobium sp. TKS	1315974	S	0	0	0	0	0	0	0	0	0	0	55	0	0	0	43	0	0	0	0	0	0	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Altererythrobacter sp. CAU 1644	3032592	S	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hypericibacter terrae	2602015	S	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	19	0	0	0	0	0	0	10	0	0	7	0	0	0	0	0	0	13	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	20	0	0	6	0	0	0	687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kordiimonas sp. SCSIO 12610	2829597	S	0	0	0	0	0	0	0	0	0	0	6	0	0	7	0	21	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	6	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
Acidovorax sp. T1	1858609	S	0	0	0	0	0	0	0	0	0	0	40	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0
Flavobacterium sp. CJ75	3034146	S	0	0	0	0	0	0	0	0	0	0	39	0	0	531	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0
Flavobacterium sp. CC-SYL302	2870839	S	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0
Flavobacterium sp. TR2	2977321	S	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium sp. 20NA77.7	3073563	S	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium covae	2906076	S	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0
Flavobacterium magnum	2162713	S	0	0	0	0	0	0	0	0	0	0	33	0	0	50	0	0	0	0	0	12	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	13	65	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0
Flavobacterium arcticum	1784713	S	0	0	0	0	0	0	0	0	0	0	19	0	0	56	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium luteolum	3003259	S	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Imtechella halotolerans	1165090	S	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	347	0	0	0	22	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alistipes finegoldii	214856	S	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	35	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	14	0	35	0	0	0	0	0	17	0	0	0	0	46	0	35	0	0	0	0	0	0	0	0
Fibrobacter succinogenes	833	S	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	10	0	0	0	0	79	0	0	0	0	36	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	6	5	0	7	9	0	0	0	0	13	0	0	5	0	7	5	5	11	0	0	57	20	0	0	0	0
Rosistilla oblonga	2527990	S	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas sp. R1-43-08	1173270	S	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
