name	taxonomy_id	taxonomy_lvl	ERR12026990	ERR12026990	ERR12026997	ERR12027002	ERR12027006	ERR12027014	ERR12027016	ERR12027023	ERR12027028	ERR12027036	ERR12027040	ERR12027049	ERR12027058	ERR12027060	ERR12027062	ERR12027070	ERR12027080	ERR12027086	ERR12027089	ERR12027103	ERR12027112	ERR12027117	ERR12027120	ERR12027128	ERR12027134	ERR12027141	ERR12027142	ERR12027144	ERR12027147	ERR12027154	ERR12027158	ERR12027168	ERR12027172	ERR12027184	ERR12027193	ERR12027195	ERR12027201	ERR12027206	ERR12027212	ERR12027221	ERR12027225	ERR12027235	ERR12027243	ERR12027269	ERR12027274	ERR12027284	ERR12027286	ERR12027307	ERR12027314	ERR12027322	ERR12027324	ERR12027327	ERR12027340	ERR12027342	ERR12027347	ERR12027349	ERR12027353	ERR12027357	ERR12027359	ERR12027372	ERR12027380	ERR12027399	ERR12027404	ERR12027407	ERR12027412	ERR12027417	ERR12027421	ERR12027425	ERR12027433	ERR12027437	ERR12027442	ERR12027446	ERR12027451	ERR12027458	ERR12027461	ERR12027470	ERR12027472	ERR12027475	ERR12027483	ERR12027491	ERR12027497	ERR12027502	ERR12027516	ERR12027521	ERR12027532	ERR12027538	ERR12027544	ERR12027552	ERR12027555	ERR12027559	ERR12027562	ERR12027568	ERR12027572	ERR12027580	ERR12027594	ERR12027606	ERR12027606
Rhodococcus sp. PBTS 1	1653478	S	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	35	0	8	0	12	0	0	0	0	0	0	0	0	0	0	0	7	0	52	0	0	0	0	0	0	0	0	0	54	17	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus sp. SGAir0479	2567884	S	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	22	0	21	0	34	0	0	0	0	0	0	0	0	0	0	0	18	0	48	0	0	0	0	0	12	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus sp. W8901	2742603	S	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	11	0	12	0	7	0	0	0	0	0	0	0	0	0	0	0	6	0	16	12	0	8	0	0	0	0	13	0	11	9	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus sp. ABRD24	2507582	S	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	32	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	13	0	15	0	0	0	0	0	0	0	0	0	8	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus sp. X156	2499145	S	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	16	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	17	0	0	0	0	0	0	0	0	0	8	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	5	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus globerulus	33008	S	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	25	5	6	0	13	15	0	0	0	0	0	0	0	0	0	0	21	0	24	6	0	10	0	0	11	0	9	0	35	5	0	0	48	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus triatomae	300028	S	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	25	0	0	0	0	0	0	0	0	0	10	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus erythropolis	1833	S	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	29	48	0	36	0	0	0	34	0	0	29	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	23	32	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus antarcticus	2987751	S	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus coprophilus	38310	S	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	9	0	0	10	0	0	9	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus pseudokoreensis	2811421	S	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	7	0	27	0	15	0	0	0	0	0	0	0	0	0	0	0	8	0	6	0	0	0	0	0	0	0	0	0	9	9	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus rhodochrous	1829	S	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	12	0	0	0	0	0	0	0	0	0	15	23	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardia seriolae	37332	S	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	19	0	26	8	0	7	0	0	8	6	13	0	31	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	8	7	0	0	0	8	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardia farcinica	37329	S	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	58	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	44	0	0	0	0	0	5	0	0	0	20	0	0	0	28	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardia yunnanensis	2382165	S	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	6	0	0	0	16	12	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardia wallacei	480035	S	0	0	0	0	0	15	0	0	0	0	0	0	0	14	0	21	0	0	0	5	15	0	0	9	0	0	0	0	0	0	0	7	0	23	0	0	0	0	0	15	0	0	0	22	12	0	0	48	28	0	0	0	0	0	0	0	0	0	0	7	0	50	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	10	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardia sp. PE-7	3058426	S	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	6	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
Nocardia mangyaensis	2213200	S	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	28	0	6	0	0	8	0	0	7	0	0	0	0	0	0	0	6	0	15	0	0	0	0	0	0	0	0	0	19	6	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardia arthritidis	228602	S	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	9	0	0	0	11	7	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardia brasiliensis	37326	S	0	0	0	0	0	11	0	0	0	0	0	8	0	0	0	21	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	22	0	42	12	0	0	0	0	10	12	13	0	40	17	0	0	32	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	11	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardia otitidiscaviarum	1823	S	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	17	0	8	0	0	6	0	0	0	0	0	0	0	0	0	0	6	0	21	0	0	0	0	0	0	0	0	0	8	14	0	0	11	10	0	0	0	0	0	0	0	0	0	0	12	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardia iowensis	204891	S	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	43	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia sp. X0973	2742602	S	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	7	0	17	0	6	8	0	0	0	0	0	0	0	0	0	0	9	0	48	0	0	0	0	0	0	0	5	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia sp. PP30	2935861	S	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	12	0	0	0	0	0	0	0	0	0	9	10	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia sp. SL306	2995145	S	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	23	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	15	0	8	99	0	0	0	0	0	0	7	0	18	6	0	0	33	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia amarae	36821	S	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	9	0	17	0	0	0	0	0	7	0	0	0	11	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia bronchialis	2054	S	0	0	0	0	0	18	0	17	0	0	0	0	0	0	0	28	0	0	0	13	7	0	0	0	0	0	0	0	215	0	302	25	0	58	0	0	0	0	0	0	0	12	0	43	11	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia polyisoprenivorans	84595	S	0	0	0	0	0	32	0	0	0	0	0	12	0	0	0	64	0	0	0	22	12	0	0	15	0	0	0	0	0	0	0	26	0	37	0	0	27	0	0	27	0	0	0	104	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia otitidis	249058	S	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	14	0	0	0	0	10	0	0	0	0	0	0	0	7	0	0	9	0	21	0	0	0	0	0	0	0	0	0	20	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia mangrovi	2665643	S	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	19	0	0	0	5	8	0	0	0	0	0	0	0	0	0	0	5	0	29	0	0	0	0	0	7	0	0	0	16	14	0	0	16	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia zhaorongruii	2597659	S	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	23	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	10	0	17	0	0	0	0	0	0	0	0	0	10	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia insulae	2420509	S	0	0	0	0	0	9	0	0	0	0	0	5	0	0	0	10	0	0	0	9	7	0	0	0	0	0	0	0	0	0	0	10	0	8	0	0	0	0	0	7	0	10	0	10	6	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	15	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia phthalatica	1136941	S	0	0	0	0	0	9	0	0	0	0	0	5	0	0	0	18	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	25	0	0	0	0	0	0	0	0	0	5	8	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia pseudamarae	2831662	S	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	15	0	0	0	0	0	0	0	0	0	10	8	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Skermania piniformis	39122	S	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dietzia lutea	546160	S	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	13	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	9	0	14	0	0	0	0	0	0	0	0	0	24	10	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsukamurella pulmonis	47312	S	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	39	0	0	0	0	0	15	0	0	0	22	9	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsukamurella sp. PLM1	2929795	S	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	39	8	0	0	0	0	9	0	13	0	20	9	0	0	12	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsukamurella tyrosinosolvens	57704	S	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	20	0	0	0	0	7	0	0	28	0	0	0	0	0	0	0	8	0	21	0	0	0	0	0	0	0	0	0	94	0	0	0	10	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Tomitella gaofuii	2760083	S	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	12	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	6	0	43	0	0	0	0	0	14	5	6	0	0	13	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tomitella fengzijianii	2597660	S	0	0	0	0	0	9	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	7	0	0	0	0	0	5	0	0	0	8	8	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Segniliparus rotundus	286802	S	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	5	0	0	6	0	0	0	0	0	0	0	6	0	20	9	0	0	0	0	10	0	10	0	12	7	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	24	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoyosella subflava	639313	S	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	29	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	10	0	27	7	0	7	0	0	0	0	0	0	42	12	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schaalia sp. 19OD2882	2794089	S	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	15	5	0	0	0	13	0	0	0	0	0	0	0	0	0	0	22	0	18	10	0	7	0	0	0	0	6	0	16	7	0	0	32	0	0	0	0	15	0	0	0	0	0	0	21	0	7	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schaalia cardiffensis	181487	S	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	20	6	6	0	13	35	0	0	9	0	0	0	0	0	0	0	14	0	69	11	0	6	0	0	13	0	0	0	19	30	0	0	63	6	0	0	0	13	0	0	0	0	0	0	70	0	49	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	6	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces sp. Z16	2079536	S	0	0	0	0	0	32	0	0	0	0	0	5	0	0	0	13	10	0	0	0	7	0	0	0	0	0	0	0	0	0	0	33	0	29	0	0	14	0	0	0	0	0	0	9	0	0	0	24	6	0	0	0	0	0	0	0	0	0	0	7	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces slackii	52774	S	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	13	0	0	0	0	8	0	0	11	0	0	0	0	0	0	0	6	0	32	0	0	8	0	0	0	0	5	0	19	0	0	0	19	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	6	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces capricornis	2755559	S	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	11	0	0	6	0	0	6	0	0	0	5	8	0	0	5	5	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces massiliensis	461393	S	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	20	6	0	0	6	6	0	0	105	0	0	0	0	0	0	0	14	0	33	8	0	65	0	0	25	19	6	0	33	10	0	0	19	31	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
Actinomyces qiguomingii	2057800	S	0	0	0	0	0	7	0	0	0	0	0	7	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	30	7	0	6	0	0	9	0	0	0	37	24	0	0	48	0	0	0	0	7	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces viscosus	1656	S	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	6	0	0	15	0	0	6	0	0	0	11	7	0	0	22	22	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flaviflexus salsibiostraticola	1282737	S	0	0	0	0	0	6	0	0	0	0	0	5	0	0	0	20	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	9	0	19	0	0	0	0	0	13	0	0	0	10	16	0	0	71	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	5	0	0	0	0	0	5	0	0	0	8	0	0	0	0	0	0	7	0	0	0	0	0	0
Nanchangia anserum	2692125	S	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	20	0	39	0	8	30	0	0	0	0	0	0	0	0	0	0	18	0	29	11	0	15	0	0	11	5	0	0	21	9	0	0	82	13	0	0	0	39	0	0	0	0	0	0	9	0	11	0	0	0	0	0	0	0	0	0	5	0	18	0	7	0	0	7	10	0	8	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Boudabousia tangfeifanii	1912795	S	0	0	0	0	0	9	0	0	0	0	9	12	0	0	0	12	0	0	0	14	13	0	0	0	0	0	0	0	0	0	0	14	0	8	15	0	15	0	0	17	0	0	0	7	20	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tessaracoccus sp. T21	3041766	S	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	27	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	17	0	20	0	0	0	0	0	19	10	0	0	18	25	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tessaracoccus sp. MC1865	2760310	S	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	23	0	0	0	10	8	0	0	0	0	0	0	0	0	0	0	18	0	32	0	0	6	0	0	11	0	0	0	10	0	0	0	21	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tessaracoccus aquimaris	1332264	S	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	52	0	0	0	0	0	0	0	9	0	11	8	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tessaracoccus palaemonis	2829499	S	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	20	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	48	0	0	0	17	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microlunatus phosphovorus	29405	S	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	19	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	6	0	30	0	0	0	0	0	0	0	0	0	18	0	0	0	33	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microlunatus soli	630515	S	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	12	0	0	0	0	7	0	0	7	0	0	0	0	0	0	0	15	0	21	7	0	0	0	0	18	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microlunatus elymi	2596828	S	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	19	0	0	0	0	0	11	0	0	0	5	9	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidipropionibacterium acidipropionici	1748	S	0	0	0	0	0	13	0	9	0	0	0	5	0	0	0	18	0	0	0	0	19	0	0	17	0	0	0	0	0	0	0	18	0	31	19	0	7	0	0	9	0	0	0	62	12	0	0	55	16	0	0	0	7	0	0	0	0	0	0	13	0	43	0	0	0	0	0	0	0	0	28	0	0	0	0	9	0	0	17	7	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
