name	taxonomy_id	taxonomy_lvl	NEG	NC	TT28	TT54	TT20	TT81	TT60	AM26	AM24	AM29	AM13	TT21	AM48	TT55	TT23
Hungatella xylanolytica	384636	S	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Geosporobacter ferrireducens	1424294	S	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
Oceanirhabdus sp. W0125-5	2999116	S	0	0	6	0	0	5	0	0	0	0	0	12	0	0	0
Eubacterium ventriosum	39496	S	0	0	2186	0	0	5	0	0	0	0	0	0	0	0	0
Eubacterium maltosivorans	2041044	S	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium hominis	2764325	S	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium callanderi	53442	S	0	0	6	14	0	0	0	0	0	0	0	7	0	0	0
Eubacterium sp. MSJ-33	2841528	S	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Fenollaria sporofastidiosus	2811778	S	0	0	212	74	5	0	9	0	0	0	0	140	0	7	0
Mogibacterium diversum	114527	S	0	0	47	18	0	0	45	0	0	0	0	58	5	0	0
Mogibacterium pumilum	86332	S	0	0	24	0	5	0	9	0	0	0	0	23	0	0	0
Mogibacterium neglectum	114528	S	0	0	15	0	0	0	5	0	0	0	0	0	0	0	0
Aminipila butyrica	433296	S	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
Aminipila luticellarii	2507160	S	0	0	6	0	0	0	8	0	0	0	0	0	0	0	0
Emergencia timonensis	1776384	S	0	0	8	5	0	0	0	0	0	0	0	0	0	0	0
Intestinimonas butyriciproducens	1297617	S	0	0	10	0	0	0	11	0	0	0	0	0	0	0	0
Romboutsia hominis	1507512	S	0	0	209	66	273	1825	1268	0	0	0	0	8	0	0	0
Romboutsia sp. 13368	2708053	S	0	0	12	0	0	12	8	0	0	0	0	6	0	0	0
Romboutsia sp. CE17	2724150	S	0	0	12	0	15	48	8	0	0	0	0	5	0	0	0
Clostridioides difficile	1496	S	0	0	92	40	44	32	19	31	0	6	0	278	0	67	67
Paeniclostridium sordellii	1505	S	0	0	44	18	70	246	164	0	0	0	0	16	0	0	0
Terrisporobacter mayombei	1541	S	0	0	6	0	0	10	0	0	0	0	0	7	0	0	0
Caldinitratiruptor microaerophilus	671077	S	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Vallitalea guaymasensis	1185412	S	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Halanaerobium hydrogeniformans	656519	S	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
Anoxybacter fermentans	1323375	S	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0
Veillonella dispar	39778	S	0	0	503	8	0	18	50	0	0	0	0	332	61	88	0
Veillonella sp. S12025-13	2682455	S	0	0	282	0	9	19	56	0	0	0	0	317	43	123	0
Veillonella rodentium	248315	S	0	0	62	0	0	0	12	0	0	0	0	444	0	15	0
Dialister succinatiphilus	487173	S	0	0	218	368	0	0	148	0	0	12	0	185	0	8	0
Dialister pneumosintes	39950	S	0	0	112	154	0	0	65	0	0	0	0	177	0	14	0
Megasphaera hexanoica	1675036	S	0	0	22	0	0	0	0	0	0	0	0	34	0	0	0
Megasphaera stantonii	2144175	S	0	0	7	0	0	0	0	0	0	0	0	94	0	0	0
Selenomonas sp. oral taxon 920	1884263	S	0	0	11	0	0	0	8	0	0	0	0	6	0	0	0
Selenomonas sp. oral taxon 126	712528	S	0	0	9	0	0	11	32	0	0	0	0	0	0	0	0
Selenomonas sp. oral taxon 136	713030	S	0	0	7	0	0	11	9	0	0	0	0	0	7	0	0
Selenomonas sputigena	69823	S	0	0	15	0	0	15	46	0	0	0	0	8	0	0	0
Selenomonas dianae	135079	S	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
Selenomonas ruminantium	971	S	0	0	6	0	0	0	0	0	0	0	0	8	0	0	0
Megamonas hypermegale	158847	S	0	0	8	9	0	0	0	0	0	0	0	23	0	0	0
Selenobaculum gbiensis	3054208	S	0	0	17	0	0	0	8	0	0	0	0	16	0	0	0
Pelosinus sp. UFO1	484770	S	0	0	17	0	0	0	5	0	0	0	0	21	0	0	0
Pelosinus fermentans	365349	S	0	0	11	0	0	0	9	0	0	0	0	16	0	6	0
Phascolarctobacterium faecium	33025	S	0	0	9	0	0	0	0	0	0	0	0	19	0	0	0
Phascolarctobacterium succinatutens	626940	S	0	0	14	0	0	6	0	0	0	0	0	13	0	0	0
Acidaminococcus fermentans	905	S	0	0	7	0	0	0	6	0	0	0	0	0	0	0	0
Longicatena caecimuris	1796635	S	0	0	32	0	0	0	0	0	0	0	0	13	0	0	0
Erysipelothrix sp. A18Y020d	2929157	S	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
Bulleidia sp. zg-1006	2806552	S	0	0	6	14	0	0	6	9	0	0	0	21	0	0	0
Thomasclavelia ramosa	1547	S	0	0	19	0	0	0	0	0	0	0	0	5	0	0	0
[Clostridium] innocuum	1522	S	0	0	12	0	5	0	0	0	0	0	0	47	0	0	0
Thomasclavelia spiroformis	29348	S	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
Catenibacterium sp. co_0103	2478954	S	0	0	9	0	0	0	11	0	0	0	0	19	0	0	0
Turicibacter sanguinis	154288	S	0	0	7	0	0	0	0	0	0	0	0	5	0	0	0
Limnochorda pilosa	1555112	S	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
Thermus sp. CCB_US3_UF1	1111069	S	0	0	47	10	58	0	7	0	0	0	0	12	0	18	0
Thermus brockianus	56956	S	0	0	214	55	283	0	57	0	0	0	0	60	0	114	0
Thermus scotoductus	37636	S	0	0	274	57	607	50	85	0	0	0	0	37	19	46	0
Thermus aquaticus	271	S	0	0	61	17	58	0	10	0	0	0	0	8	0	15	0
Thermus caldilimi	2483360	S	0	0	38	0	49	0	14	0	0	0	0	0	0	5	0
Thermus parvatiensis	456163	S	0	0	80	0	106	0	0	0	0	0	0	15	0	10	0
Meiothermus taiwanensis	172827	S	0	0	34	0	5	10	7	0	0	0	0	0	0	0	0
Allomeiothermus silvanus	52022	S	0	0	19	0	0	6	0	0	0	0	0	0	0	0	0
Marinithermus hydrothermalis	186192	S	0	0	14	0	0	0	6	0	0	0	0	0	0	0	0
Oceanithermus profundus	187137	S	0	0	7	0	0	11	8	0	0	0	10	0	8	0	0
Deinococcus peraridilitoris	432329	S	0	0	14	0	0	26	21	0	0	0	0	0	0	0	0
Deinococcus proteolyticus	55148	S	0	0	7	0	5	51	10	0	0	0	0	0	0	0	0
Moorena producens	1155739	S	0	0	9	0	0	0	0	0	0	0	0	0	10	0	0
Nostoc piscinale	224012	S	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
Nostoc sphaeroides	446679	S	0	0	17	0	0	0	12	0	0	0	0	0	0	0	0
Anabaena cylindrica	1165	S	0	0	11	0	0	0	7	0	0	0	0	0	0	0	0
Halotia branconii	1620816	S	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
Calothrix sp. 336/3	1337936	S	0	0	7	0	0	0	0	0	0	0	0	54	0	0	0
Scytonema sp. HK-05	1137095	S	0	0	10	0	0	0	8	0	0	0	0	0	0	0	0
Synechococcus sp. JA-2-3B'a(2-13)	321332	S	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
Leptolyngbya sp. 7M	2812896	S	0	0	5	0	0	0	31	0	0	0	0	0	0	0	0
Mycoplasmopsis canis	29555	S	0	0	29	0	0	12	0	0	0	0	0	11	0	0	0
Ureaplasma parvum	134821	S	0	0	7	866	2227	7	13	348	16	0	0	2174	77	0	0
Spiroplasma ixodetis	2141	S	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Phytoplasma rubi	399025	S	0	0	9	0	0	5	0	0	0	0	0	0	0	0	0
Metamycoplasma salivarium	2124	S	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Tepidiforma bonchosmolovskayae	2601677	S	0	0	37	0	9	28	90	0	5	0	0	0	5	0	0
Capsulimonas corticalis	2219043	S	0	0	5	0	0	0	0	0	0	0	6	0	0	0	0
Moraxella catarrhalis	480	S	0	0	47	0	0	24	27	0	0	0	0	0	0	0	0
Moraxella bovis	476	S	0	0	24	0	0	12	7	0	0	0	0	0	0	0	0
Moraxella bovoculi	386891	S	0	0	20	0	0	16	0	0	0	0	0	0	0	0	0
Moraxella cuniculi	34061	S	0	0	9	0	0	9	24	0	0	0	0	0	0	0	0
Acinetobacter sp. Tol 5	710648	S	0	0	115	0	0	59	265	0	0	0	14	0	0	0	0
Acinetobacter sp. WCHAc010034	1879049	S	0	0	24	0	6	51	302	0	0	0	21	0	0	0	0
Acinetobacter sp. ACNIH1	1636603	S	0	0	66	0	16	26	1746	0	32	0	56	0	36	9	0
Acinetobacter sp. YH16040_T	2929512	S	0	0	41	0	0	41	620	0	11	0	0	0	0	0	0
Acinetobacter sp. ACNIH2	1758189	S	0	0	27	0	20	94	217	0	8	0	0	0	0	0	0
Acinetobacter sp. YH12138	2601122	S	0	0	29	0	0	23	343	0	0	0	0	0	0	0	0
Acinetobacter sp. YT-02	2018564	S	0	0	13	0	0	0	6	0	0	0	0	0	0	0	0
Acinetobacter sp. SH20PTE14	2905879	S	0	0	21	0	0	54	260	0	11	0	8	0	0	0	0
Acinetobacter sp. PK01	2930198	S	0	0	15	0	13	89	228	0	10	0	7	0	0	0	0
Acinetobacter sp. ANC 7201	3035288	S	0	0	17	0	0	17	205	0	0	0	0	0	0	0	0
Acinetobacter sp. ESL0695	2983215	S	0	0	8	0	0	0	37	0	19	0	0	0	0	0	0
Acinetobacter sp. ASP199	2773709	S	0	0	6	0	0	12	636	0	19	0	9	0	0	0	0
Acinetobacter sp. LoGeW2-3	1808001	S	0	0	6	0	0	16	1030	0	11	0	5	0	0	0	0
Acinetobacter sp. WCHAc010052	2004647	S	0	0	6	0	6	0	171	0	14	0	0	0	0	0	0
Acinetobacter cumulans	2136182	S	0	0	20	0	0	20	661	0	0	0	12	0	0	0	0
Acinetobacter venetianus	52133	S	0	0	18	0	6	35	172	0	53	0	0	0	0	0	0
Acinetobacter chinensis	2004650	S	0	0	18	0	0	21	78	0	5	0	0	0	0	0	0
Acinetobacter colistiniresistens	280145	S	0	0	14	0	5	21	159	0	49	0	15	0	0	0	0
Acinetobacter portensis	1839785	S	0	0	32	0	0	25	117	0	0	0	0	0	0	0	0
Acinetobacter equi	1324350	S	0	0	9	5	0	11	170	0	0	0	5	0	0	0	0
Acinetobacter larvae	1789224	S	0	0	8	0	0	21	130	0	0	0	0	0	0	0	0
Acinetobacter baylyi	202950	S	0	0	7	5	5	15	232	0	0	0	39	0	0	0	0
Acinetobacter shaoyimingii	2715164	S	0	0	7	0	0	18	252	0	0	0	6	0	0	0	0
Acinetobacter bouvetii	202951	S	0	0	8	0	0	0	118	0	0	0	0	0	0	0	0
Acinetobacter lanii	2715163	S	0	0	6	0	0	14	289	0	6	0	0	0	0	0	0
Psychrobacter sp. P2G3	1699622	S	0	0	11	0	0	25	8	0	8	0	0	0	0	0	0
Psychrobacter sp. PraFG1	2565531	S	0	0	10	0	0	14	0	0	9	0	0	0	0	0	0
Psychrobacter arcticus	334543	S	0	0	8	0	0	10	23	0	0	0	0	0	0	0	0
Psychrobacter cryohalolentis	330922	S	0	0	13	0	0	13	27	0	0	0	0	0	0	0	0
Pseudomonas sp. SWI7	2587597	S	0	0	586	0	0	428	4197	0	0	0	60	0	0	0	0
Pseudomonas sp. PSKL.D1	3029060	S	0	0	89	0	0	29	355	0	5	0	12	0	10	0	0
Pseudomonas sp. p1(2021b)	2874628	S	0	0	78	0	0	22	383	0	0	0	6	0	8	0	0
Pseudomonas sp. Marseille-Q3773	2866592	S	0	0	80	0	0	17	188	0	0	0	13	0	0	0	0
Pseudomonas sp. T1-3-2	2908006	S	0	0	57	0	0	10	105	0	0	0	0	0	0	0	0
Pseudomonas sp. NIBR-H-19	2901380	S	0	0	50	0	0	23	54	0	0	0	0	0	0	8	0
Pseudomonas sp. L5B5	2883205	S	0	0	44	0	9	36	91	0	0	0	5	0	0	0	0
Pseudomonas sp. S07E 245	2866278	S	0	0	131	0	0	0	98	0	0	0	13	0	0	0	0
Pseudomonas sp. gcc21	2726989	S	0	0	32	0	15	48	54	0	5	0	0	0	0	0	0
Pseudomonas sp. MPC6	2498848	S	0	0	35	0	0	27	34	0	0	0	7	0	0	0	0
Pseudomonas sp. LS.1a	2920387	S	0	0	40	0	0	30	283	0	0	0	8	0	0	0	0
Pseudomonas sp. FP2335	2954092	S	0	0	34	0	0	11	32	0	0	0	10	0	0	0	0
Pseudomonas sp. R5-89-07	658644	S	0	0	35	0	0	17	32	0	0	0	0	0	0	0	0
Pseudomonas sp. CC6-YY-74	1930532	S	0	0	26	0	0	31	100	0	0	0	0	0	0	0	0
Pseudomonas sp. B21-015	2895473	S	0	0	34	0	0	0	30	0	0	0	0	0	0	0	0
Pseudomonas sp. NEEL19	2867409	S	0	0	90	0	0	47	293	0	0	0	45	0	36	0	0
Pseudomonas sp. PSE14	3016341	S	0	0	31	0	0	27	223	0	0	0	9	0	0	0	0
Pseudomonas sp. B21-028	2895480	S	0	0	29	0	0	0	25	0	0	0	0	0	0	0	0
Pseudomonas sp. NY5710	2662033	S	0	0	44	0	0	10	129	0	0	0	101	0	0	6	0
Pseudomonas sp. ZM23	2961893	S	0	0	24	7	12	34	205	0	0	0	12	0	0	0	0
Pseudomonas sp. M30-35	1981174	S	0	0	20	0	5	17	50	0	0	0	6	0	0	0	0
Pseudomonas sp. WJP1	2986947	S	0	0	24	0	8	9	50	0	0	0	0	0	0	0	0
Pseudomonas sp. FP2294	2954089	S	0	0	159	0	0	0	57	0	0	0	0	0	0	0	0
Pseudomonas sp. SCB32	2653853	S	0	0	23	0	12	48	150	0	0	0	19	0	8	0	0
Pseudomonas sp. NY11382	2939495	S	0	0	82	0	0	71	154	0	0	0	143	0	0	0	0
Pseudomonas sp. FP2309	2954091	S	0	0	22	0	7	19	37	0	0	0	0	0	0	0	0
Pseudomonas sp. Seg1	2678259	S	0	0	23	0	0	0	21	0	0	0	0	0	0	0	0
Pseudomonas sp. 13159349	2662034	S	0	0	399	0	0	132	2704	0	0	0	56	0	0	0	0
Pseudomonas sp. BJP69	2597770	S	0	0	80	0	0	84	146	0	0	0	129	0	0	0	0
Pseudomonas sp. IzPS59	2774459	S	0	0	27	0	0	0	42	0	0	0	0	0	0	0	0
Pseudomonas sp. BW7P1	2973088	S	0	0	20	0	0	14	47	0	0	0	0	0	0	0	0
Pseudomonas sp. DTU12.3	2073078	S	0	0	20	0	0	10	26	0	0	0	15	0	0	0	0
Pseudomonas sp. SK	2729423	S	0	0	29	0	0	0	149	0	0	0	20	0	0	0	0
Pseudomonas sp. FP833	2954102	S	0	0	441	0	0	176	0	0	0	0	0	0	0	0	0
Pseudomonas sp. Cab53	2678258	S	0	0	18	0	0	0	49	0	0	0	0	0	0	0	0
Pseudomonas sp. RtIB026	2749999	S	0	0	22	0	0	24	107	0	0	0	15	0	0	0	0
Pseudomonas sp. FP198	2954084	S	0	0	16	0	0	16	60	0	0	0	0	0	0	0	0
Pseudomonas sp. So3.2b	2864101	S	0	0	94	0	0	0	30	0	0	0	0	0	0	0	0
Pseudomonas sp. 15A4	2804761	S	0	0	18	0	8	28	40	0	0	0	0	0	0	0	0
Pseudomonas sp. FP818	2954099	S	0	0	96	0	0	0	62	0	0	0	0	0	0	0	0
Pseudomonas sp. NS1(2017)	2025658	S	0	0	21	0	0	9	27	0	0	0	0	0	0	37	0
Pseudomonas sp. FP2196	2954086	S	0	0	16	0	0	16	41	0	0	0	0	0	0	0	0
Pseudomonas sp. HN11	1344094	S	0	0	16	0	0	37	21	0	0	0	12	0	0	0	0
Pseudomonas sp. OE 28.3	2745519	S	0	0	19	0	0	113	90	0	5	0	0	0	0	6	0
Pseudomonas sp. CCOS 191	1649877	S	0	0	25	0	0	33	95	0	0	0	7	0	0	0	0
Pseudomonas sp. XWY-1	2069256	S	0	0	35	0	0	0	349	0	0	0	0	0	0	0	0
Pseudomonas sp. Tri1	2823875	S	0	0	15	0	0	6	41	0	0	0	9	0	0	0	0
Pseudomonas sp. TMW 2.1634	1886807	S	0	0	33	0	0	0	42	0	0	0	0	0	0	0	0
Pseudomonas sp. S34	1573718	S	0	0	13	0	0	10	52	0	0	0	0	0	0	0	0
Pseudomonas sp. GXZC	3003351	S	0	0	17	0	21	38	29	0	0	0	0	0	0	17	0
Pseudomonas sp. CMR5c	658630	S	0	0	16	0	0	9	15	0	0	0	0	0	0	0	0
Pseudomonas sp. St29	1500687	S	0	0	54	0	0	0	64	0	0	0	0	0	0	0	0
Pseudomonas sp. B21-017	2895474	S	0	0	50	0	0	45	0	0	0	0	0	0	0	0	0
Pseudomonas sp. Os17	1500686	S	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas sp. R76	1573711	S	0	0	13	0	0	0	34	0	0	0	0	0	0	0	0
Pseudomonas sp. A34-9	3034675	S	0	0	11	0	0	8	30	0	0	0	0	0	0	0	0
Pseudomonas sp. DR48	2871095	S	0	0	10	0	0	0	30	0	0	0	0	0	0	0	0
Pseudomonas sp. B21-054	2895494	S	0	0	11	0	0	0	11	0	0	0	0	0	0	0	0
Pseudomonas sp. HN8-3	2886361	S	0	0	26	0	0	0	52	0	0	0	8	0	13	0	0
Pseudomonas sp. JS425	2829498	S	0	0	159	0	0	0	0	0	0	0	28	0	0	0	0
Pseudomonas sp. DR208	2870840	S	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas sp. SWI44	2083053	S	0	0	74	0	0	0	64	0	0	0	43	0	0	0	0
Pseudomonas sp. ADPe	2774873	S	0	0	22	0	0	0	26	0	0	0	8	0	0	0	0
Pseudomonas sp. NyZ480	3035289	S	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas sp. FP1742	2954079	S	0	0	12	0	0	15	27	0	0	0	0	0	0	0	0
Pseudomonas sp. K-62	76885	S	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas sp. AO-1	2855434	S	0	0	14	0	0	21	65	0	0	0	0	0	0	0	0
Pseudomonas sp. B21-056	2895495	S	0	0	8	0	0	8	36	0	0	0	0	0	0	0	0
Pseudomonas sp. R32	1573704	S	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas sp. FP2254	2954087	S	0	0	21	0	0	0	22	0	0	0	0	0	0	0	0
Pseudomonas sp. SC3(2021)	2871493	S	0	0	16	0	0	11	31	0	0	0	0	0	0	0	0
Pseudomonas sp. St290	1602166	S	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas sp. G2-4	1506334	S	0	0	7	0	0	18	21	0	0	0	6	0	0	0	0
Pseudomonas sp. B21-012	2895472	S	0	0	41	0	0	0	119	0	0	0	0	0	0	0	0
Pseudomonas sp. B21-048	2895490	S	0	0	8	0	0	8	16	0	0	0	0	0	0	0	0
Pseudomonas sp. B21-010	2895471	S	0	0	10	0	0	0	45	0	0	0	0	0	0	0	0
Pseudomonas sp. St316	2678257	S	0	0	8	0	7	19	15	0	0	0	0	0	0	0	0
Pseudomonas sp. 31-12	2201356	S	0	0	7	0	0	19	42	0	0	0	6	0	0	0	0
Pseudomonas sp. PMCC200344	3042028	S	0	0	30	0	0	0	35	0	0	0	0	0	0	0	0
Pseudomonas sp. C27(2019)	2604941	S	0	0	6	0	0	17	10	0	0	0	0	0	0	0	0
Pseudomonas sp. VLB120	69328	S	0	0	80	0	0	0	731	0	0	0	62	0	0	0	0
Pseudomonas sp. SK3(2021)	2841064	S	0	0	8	0	0	0	38	0	0	0	0	0	0	0	0
Pseudomonas sp. B21-047	2895489	S	0	0	12	0	0	0	35	0	0	0	10	0	0	0	0
Pseudomonas sp. B21-053	2895493	S	0	0	7	0	0	15	31	0	0	0	0	0	0	0	0
Pseudomonas sp. A2	107445	S	0	0	17	0	0	0	67	0	0	0	22	0	0	0	0
Pseudomonas sp. B10	118613	S	0	0	12	0	0	0	48	0	0	0	0	0	18	0	0
Pseudomonas sp. SW-3	147212	S	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas sp. MM213	2866807	S	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas sp. CYM-20-01	2870750	S	0	0	8	0	0	8	27	0	0	0	0	0	0	0	0
Pseudomonas sp. FGI182	1259844	S	0	0	14	0	0	0	81	0	0	0	11	0	0	0	0
Pseudomonas sp. LBUM920	2126069	S	0	0	22	0	0	49	51	0	0	0	0	0	0	0	0
Pseudomonas sp. LH1G9	2083055	S	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas sp. Z003-0.4C(8344-21)	1855380	S	0	0	9	0	0	0	36	0	0	0	0	0	0	0	0
Pseudomonas sp. PONIH3	1636610	S	0	0	30	0	0	29	37	0	0	0	0	0	0	0	0
Pseudomonas sp. SGAir0191	2217867	S	0	0	105	0	0	18	178	0	0	0	12	0	0	0	0
Pseudomonas shirazica	1940636	S	0	0	90	0	0	44	133	0	0	0	0	0	0	0	0
Pseudomonas veronii	76761	S	0	0	76	0	22	79	101	0	0	0	10	0	0	0	0
Pseudomonas cedrina	651740	S	0	0	25	0	8	23	59	0	0	0	0	0	0	0	0
Pseudomonas poae	200451	S	0	0	31	0	15	36	90	0	0	0	10	0	16	0	0
Pseudomonas trivialis	200450	S	0	0	25	0	0	31	89	0	0	0	0	0	0	0	0
Pseudomonas mucidolens	46679	S	0	0	15	0	0	14	39	0	0	0	0	0	0	0	0
Pseudomonas corrugata	47879	S	0	0	13	0	0	17	47	0	0	0	0	0	0	0	0
Pseudomonas congelans	200452	S	0	0	9	0	0	0	29	0	0	0	7	0	0	0	0
Pseudomonas sessilinigenes	658629	S	0	0	18	0	0	0	35	0	0	0	0	0	0	0	0
Pseudomonas amygdali	47877	S	0	0	126	0	0	42	609	0	0	0	0	0	0	0	0
Pseudomonas savastanoi	29438	S	0	0	19	0	0	28	14	0	0	0	0	0	0	0	0
Pseudomonas cichorii	36746	S	0	0	19	0	0	16	48	0	0	0	0	0	0	0	0
Pseudomonas avellanae	46257	S	0	0	32	0	0	13	25	0	0	0	0	0	0	0	0
Pseudomonas coronafaciens	53409	S	0	0	17	0	0	23	35	0	0	0	0	0	0	0	0
Pseudomonas siliginis	2842346	S	0	0	185	0	14	63	408	0	0	0	0	0	0	0	0
Pseudomonas cremoricolorata	157783	S	0	0	67	0	0	18	126	0	0	0	18	0	0	0	0
Pseudomonas argentinensis	289370	S	0	0	61	0	10	15	113	0	0	0	0	0	0	0	0
Pseudomonas xantholysinigenes	2745490	S	0	0	57	0	0	27	132	0	0	0	7	0	0	0	0
Pseudomonas palleroniana	191390	S	0	0	42	0	10	27	78	0	0	0	6	0	0	0	0
Pseudomonas soli	1306993	S	0	0	134	0	0	18	149	0	0	0	0	0	0	0	0
Pseudomonas eucalypticola	2599595	S	0	0	34	0	0	9	77	0	0	0	0	0	0	0	0
Pseudomonas arsenicoxydans	702115	S	0	0	36	0	0	17	43	0	0	0	0	0	0	0	0
Pseudomonas shahriarae	2745512	S	0	0	164	0	0	0	0	0	0	0	0	0	19	0	0
Pseudomonas brassicacearum	930166	S	0	0	89	0	0	86	229	0	0	0	19	0	0	0	0
Pseudomonas asiatica	2219225	S	0	0	145	0	84	133	917	0	0	0	51	0	0	12	0
Pseudomonas saudiphocaensis	1499686	S	0	0	24	0	9	41	80	0	0	0	8	0	0	0	0
Pseudomonas donghuensis	1163398	S	0	0	79	0	0	0	65	0	0	0	0	0	0	0	0
Pseudomonas viciae	2505979	S	0	0	21	0	0	7	31	0	0	0	0	0	0	0	0
Pseudomonas maumuensis	2842354	S	0	0	18	0	7	17	85	0	0	0	0	0	0	0	0
Pseudomonas anuradhapurensis	485870	S	0	0	24	0	0	14	131	0	0	0	7	0	0	0	0
Pseudomonas sichuanensis	2213015	S	0	0	25	0	0	15	123	0	0	0	5	0	0	0	0
Pseudomonas oryziphila	2894079	S	0	0	41	0	0	34	32	0	0	0	12	0	0	0	0
Pseudomonas prosekii	1148509	S	0	0	13	0	0	24	50	0	0	0	0	0	0	0	0
Pseudomonas graminis	158627	S	0	0	14	0	0	17	48	0	0	0	11	0	0	0	0
Pseudomonas frederiksbergensis	104087	S	0	0	13	0	6	24	70	0	0	0	7	0	0	0	0
Pseudomonas asplenii	53407	S	0	0	22	0	0	22	56	0	0	0	0	0	0	0	0
Pseudomonas lini	163011	S	0	0	10	0	0	6	14	0	0	0	0	0	0	0	0
Pseudomonas glycinae	1785145	S	0	0	14	0	0	0	21	0	0	0	0	0	0	0	0
Pseudomonas zeae	2745510	S	0	0	11	0	0	0	27	0	0	0	0	0	0	0	0
Pseudomonas tensinigenes	2745511	S	0	0	11	0	0	0	39	0	0	0	0	0	0	0	0
Pseudomonas marincola	437900	S	0	0	7	0	0	17	47	0	0	0	6	0	0	0	0
Pseudomonas laurylsulfatiphila	2011015	S	0	0	8	0	0	9	20	0	0	0	0	0	0	0	0
Pseudomonas phenolilytica	2746321	S	0	0	10	0	0	14	76	0	0	0	0	0	0	0	0
Pseudomonas capeferrum	1495066	S	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas hamedanensis	2745504	S	0	0	5	0	0	24	50	0	0	0	0	0	0	0	0
Pseudomonas nunensis	2961896	S	0	0	6	0	0	20	15	0	0	0	0	0	0	0	0
Stutzerimonas degradans	2968968	S	0	0	12	0	0	0	118	0	0	0	0	0	0	0	0
Halopseudomonas sp. RR6	2918528	S	0	0	21	0	8	48	40	0	0	0	5	0	0	0	0
Halopseudomonas litoralis	797277	S	0	0	117	0	81	269	224	9	0	0	5	0	0	0	0
Halopseudomonas phragmitis	1931241	S	0	0	30	0	10	81	70	0	0	0	0	0	0	0	0
Halopseudomonas salegens	1434072	S	0	0	20	0	6	53	30	0	0	0	0	0	0	0	0
Halopseudomonas xinjiangensis	487184	S	0	0	15	0	18	29	48	0	0	0	9	0	0	0	0
Halopseudomonas sabulinigri	472181	S	0	0	13	0	0	48	44	0	0	0	0	0	0	0	0
Azotobacter vinelandii	354	S	0	0	6	0	7	8	46	0	0	0	0	0	11	0	0
Thiopseudomonas alkaliphila	1697053	S	0	0	5	0	0	12	9	0	0	0	0	0	0	0	0
Marinobacter sp. LQ44	1749259	S	0	0	22	0	0	20	15	0	0	0	0	0	0	0	0
Marinobacter sp. CA1	2817656	S	0	0	9	0	0	11	18	0	0	0	0	0	0	0	0
Marinobacter sp. LPB0319	2769486	S	0	0	8	0	0	19	0	0	0	0	7	0	0	0	0
Marinobacter sp. LA51	3035454	S	0	0	9	0	0	16	14	6	0	0	0	0	0	0	0
Marinobacter sp. JH2	2547598	S	0	0	7	0	7	9	5	0	0	0	0	0	0	0	0
Marinobacter sp. LV10R510-11A	1415568	S	0	0	6	0	0	11	8	0	0	0	0	0	0	0	0
Marinobacter nauticus	2743	S	0	0	12	0	0	31	27	0	5	0	8	0	0	0	0
Marinobacter salinus	1874317	S	0	0	7	0	0	16	8	0	0	0	0	0	0	0	0
Marinobacter fonticola	2603215	S	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
Stenotrophomonas sp. DFS-20110405	2871169	S	0	0	155	0	0	92	73	0	13	0	0	0	33	0	0
Stenotrophomonas sp. CW117	2775920	S	0	0	149	0	52	109	0	0	0	0	23	0	0	0	0
Stenotrophomonas sp. Pemsol	2040586	S	0	0	30	0	0	167	115	0	0	0	256	0	0	0	0
Stenotrophomonas sp. SBJS02	2599307	S	0	0	41	0	0	209	238	0	0	0	0	0	0	0	0
Stenotrophomonas sp. SXG-1	2682487	S	0	0	24	0	0	376	4003	0	0	0	43	0	0	0	0
